# delta = 1.000, g = 0.500
# =================================================================================================================
#    s          ||Hod||        diagonal elements of H
# =================================================================================================================

5.80000000     nan            nan            nan            nan            nan            nan            nan            
6.00000000     nan            nan            nan            nan            nan            nan            nan            
6.20000000     nan            nan            nan            nan            nan            nan            nan            
6.40000000     nan            nan            nan            nan            nan            nan            nan            
6.60000000     nan            nan            nan            nan            nan            nan            nan            
6.80000000     nan            nan            nan            nan            nan            nan            nan            
7.00000000     nan            nan            nan            nan            nan            nan            nan            
7.20000000     nan            nan            nan            nan            nan            nan            nan            
7.40000000     nan            nan            nan            nan            nan            nan            nan            
7.60000000     nan            nan            nan            nan            nan            nan            nan            
7.80000000     nan            nan            nan            nan            nan            nan            nan            
8.00000000     nan            nan            nan            nan            nan            nan            nan            
8.20000000     nan            nan            nan            nan            nan            nan            nan            
8.40000000     nan            nan            nan            nan            nan            nan            nan            
8.60000000     nan            nan            nan            nan            nan            nan            nan            
8.80000000     nan            nan            nan            nan            nan            nan            nan            
9.00000000     nan            nan            nan            nan            nan            nan            nan            
9.20000000     nan            nan            nan            nan            nan            nan            nan            
9.40000000     nan            nan            nan            nan            nan            nan            nan            
9.60000000     nan            nan            nan            nan            nan            nan            nan            
9.80000000     nan            nan            nan            nan            nan            nan            nan            
